Houston Association of REALTORS,,,,,,MLS Summary Report,,,,,
2023,Feb,447,"$245,170 ","$218,000 ",$161 ,678,"1,248",482,51,94.60%,
2023,Mar,553,"$270,417 ","$223,500 ",$164 ,928,"1,238",628,43,95.90%,
2023,Apr,544,"$279,534 ","$234,110 ",$171 ,847,"1,285",563,46,95.50%,
2023,May,616,"$261,644 ","$216,300 ",$168 ,"1,047","1,380",629,37,96.10%,
2023,Jun,632,"$251,800 ","$215,000 ",$166 ,974,"1,487",571,39,96.10%,
2023,Jul,584,"$263,533 ","$220,000 ",$172 ,921,"1,536",605,38,96.00%,
2023,Aug,556,"$260,909 ","$225,000 ",$174 ,"1,009","1,702",601,36,95.50%,
* Closed listing counts for prior 3 months are preliminary.,,,,,,,,,,,
Produced by: Real Estate Center at Texas A&M University,,,,,,,,,,8,
Data: Houston Association of REALTORS/Data Relevance Project,,,,,,,,,,,
9/6/2023,,,,,,,,,,,
Houston Association of REALTORS,,,,,,,,MLS Summary Report,,,
,,,,,,,,,,Aug-23,
Closed Listings by Month as of August 2023,,,,,,,,,,,
Townhouse/Condominium: Existing Home,,,,,,,,,,,
,,Closed,Average,Median,Price/,New,Active,Pending,,Close to,
Year,Month,Listings*,Price,Price,Sqft,Listings,Listings,Listings,DOM,Orig. List Price,
2021,Jan,424,"$203,506 ","$164,450 ",$129 ,971,"1,562",618,56,94.60%,
2021,Feb,462,"$213,777 ","$174,000 ",$137 ,730,"1,475",517,50,95.40%,
2021,Mar,711,"$230,796 ","$184,000 ",$143 ,"1,044","1,389",794,51,96.20%,
2021,Apr,739,"$240,929 ","$187,000 ",$146 ,"1,081","1,400",797,48,96.20%,
2021,May,769,"$231,399 ","$203,000 ",$145 ,"1,050","1,339",806,38,97.30%,
2021,Jun,825,"$241,733 ","$205,000 ",$151 ,"1,148","1,424",720,36,98.00%,
2021,Jul,787,"$239,745 ","$195,000 ",$149 ,"1,130","1,502",734,35,97.60%,
2021,Aug,755,"$228,520 ","$192,000 ",$149 ,"1,055","1,463",708,31,97.20%,
2021,Sep,670,"$229,103 ","$197,500 ",$148 ,939,"1,436",634,33,96.80%,
2021,Oct,632,"$238,284 ","$205,000 ",$148 ,900,"1,335",676,37,96.20%,
2021,Nov,641,"$251,001 ","$200,000 ",$159 ,797,"1,196",645,38,96.00%,
2021,Dec,760,"$248,062 ","$205,000 ",$157 ,608,"1,015",559,36,96.90%,
2022,Jan,526,"$231,255 ","$200,000 ",$153 ,880,981,649,39,96.80%,
2022,Feb,580,"$253,408 ","$212,875 ",$163 ,812,872,702,40,97.80%,
2022,Mar,798,"$249,160 ","$205,000 ",$158 ,"1,000",834,785,39,97.80%,
2022,Apr,763,"$265,989 ","$230,000 ",$166 ,997,881,771,31,98.90%,
2022,May,783,"$268,575 ","$223,825 ",$175 ,917,891,693,30,99.50%,
2022,Jun,709,"$252,969 ","$216,500 ",$163 ,"1,008","1,045",599,29,98.70%,
2022,Jul,604,"$249,915 ","$210,000 ",$167 ,969,"1,126",610,26,98.10%,
2022,Aug,638,"$247,696 ","$209,950 ",$166 ,910,"1,129",585,28,97.20%,
2022,Sep,562,"$250,560 ","$210,000 ",$162 ,780,"1,178",490,31,95.90%,
2022,Oct,484,"$260,437 ","$215,000 ",$163 ,692,"1,180",425,32,96.30%,
2022,Nov,405,"$248,869 ","$205,000 ",$157 ,540,"1,132",364,38,95.10%,
2022,Dec,396,"$230,610 ","$194,000 ",$157 ,453,"1,034",324,44,94.90%,
2023,Jan,312,"$220,684 ","$179,950 ",$150 ,688,"1,051",426,49,95.20%,
2023,Feb,392,"$231,652 ","$200,000 ",$158 ,596,992,442,50,95.10%,
2023,Mar,511,"$261,953 ","$210,000 ",$161 ,843,"1,023",566,39,96.00%,
2023,Apr,489,"$269,244 ","$218,500 ",$167 ,772,"1,059",524,40,95.70%,
2023,May,580,"$254,234 ","$205,000 ",$166 ,921,"1,132",576,35,96.20%,
2023,Jun,593,"$241,812 ","$209,000 ",$163 ,893,"1,227",529,35,96.10%,
2023,Jul,530,"$248,661 ","$210,000 ",$169 ,844,"1,295",540,31,96.10%,
2023,Aug,515,"$251,712 ","$210,000 ",$171 ,886,"1,425",540,34,95.60%,
* Closed listing counts for prior 3 months are preliminary.,,,,,,,,,,,
Produced by: Real Estate Center at Texas A&M University,,,,,,,,,,9,
Data: Houston Association of REALTORS/Data Relevance Project,,,,,,,,,,,
9/6/2023,,,,,,,,,,,
Houston Association of REALTORS,,,,,,,,MLS Summary Report,,,
,,,,,,,,,,Aug-23,
Closed Listings by Month as of August 2023,,,,,,,,,,,
Townhouse/Condominium: New Construction,,,,,,,,,,,
,,Closed,Average,Median,Price/,New,Active,Pending,,Close to,
Year,Month,Listings*,Price,Price,Sqft,Listings,Listings,Listings,DOM,Orig. List Price,
2021,Jan,30,"$310,852 ","$251,458 ",$158 ,128,264,57,91,99.20%,
2021,Feb,23,"$296,144 ","$246,990 ",$155 ,128,267,69,32,99.40%,
2021,Mar,81,"$333,584 ","$265,990 ",$163 ,113,205,75,77,100.80%,
2021,Apr,76,"$300,368 ","$267,920 ",$164 ,90,180,66,67,99.40%,
2021,May,60,"$323,178 ","$267,000 ",$168 ,125,192,63,47,99.20%,
2021,Jun,63,"$327,174 ","$282,900 ",$168 ,122,186,63,60,100.20%,
2021,Jul,49,"$340,105 ","$302,000 ",$184 ,93,193,61,57,99.90%,
2021,Aug,49,"$371,331 ","$317,060 ",$187 ,121,194,57,52,100.30%,
2021,Sep,59,"$360,828 ","$305,000 ",$184 ,81,198,32,81,99.80%,
2021,Oct,48,"$362,570 ","$304,000 ",$179 ,95,203,53,43,98.30%,
2021,Nov,44,"$342,386 ","$308,958 ",$185 ,67,189,40,69,99.40%,
2021,Dec,52,"$412,668 ","$318,225 ",$199 ,67,149,54,61,98.30%,
2022,Jan,35,"$387,747 ","$339,811 ",$201 ,63,119,67,83,98.50%,
2022,Feb,74,"$359,381 ","$309,990 ",$190 ,56,107,61,80,98.70%,
2022,Mar,57,"$338,389 ","$319,900 ",$191 ,112,150,54,52,99.40%,
2022,Apr,51,"$402,549 ","$345,000 ",$212 ,57,139,47,70,99.30%,
2022,May,48,"$331,035 ","$318,125 ",$188 ,71,135,42,63,100.00%,
2022,Jun,39,"$386,603 ","$314,480 ",$197 ,89,173,29,50,100.10%,
2022,Jul,50,"$362,834 ","$321,222 ",$200 ,123,237,41,44,99.80%,
2022,Aug,49,"$337,724 ","$337,000 ",$192 ,93,239,40,71,98.70%,
2022,Sep,36,"$358,815 ","$332,345 ",$191 ,83,241,46,56,97.40%,
2022,Oct,58,"$344,618 ","$322,606 ",$182 ,78,251,43,54,95.30%,
2022,Nov,33,"$316,929 ","$300,000 ",$177 ,107,279,33,55,95.30%,
2022,Dec,46,"$340,319 ","$313,000 ",$181 ,56,263,40,51,93.50%,
2023,Jan,42,"$310,350 ","$300,000 ",$174 ,69,248,54,51,91.30%,
2023,Feb,55,"$341,518 ","$305,000 ",$182 ,82,256,40,55,90.90%,
2023,Mar,42,"$373,386 ","$392,516 ",$199 ,85,215,62,88,94.50%,
2023,Apr,55,"$371,019 ","$330,000 ",$203 ,75,226,39,98,93.80%,
2023,May,36,"$381,020 ","$330,500 ",$201 ,126,248,53,81,94.30%,
2023,Jun,39,"$403,413 ","$380,000 ",$215 ,81,260,42,92,95.90%,
2023,Jul,54,"$409,227 ","$373,507 ",$209 ,77,241,65,99,94.40%,
2023,Aug,41,"$376,564 ","$345,495 ",$203 ,123,277,61,67,94.50%,
* Closed listing counts for prior 3 months are preliminary.,,,,,,,,,,,
Produced by: Real Estate Center at Texas A&M University,,,,,,,,,,10,
Data: Houston Association of REALTORS/Data Relevance Project,,,,,,,,,,,
9/6/2023,,,,,,,,,,,
Houston Association of REALTORS,,,,,,,,MLS Summary Report,,,
,,,,,,,,,,Aug-23,
Closed Listings by Month as of August 2023,,,,,,,,,,,
Multifamily: All(New and Existing),,,,,,,,,,,
,,Closed,Average,Median,Price/,New,Active,Pending,,Close to,
Year,Month,Listings*,Price,Price,Sqft,Listings,Listings,Listings,DOM,Orig. List Price,
2021,Jan,39,"$360,251 ","$295,000 ",$124 ,129,265,38,72,91.80%,
2021,Feb,23,"$353,989 ","$290,000 ",$127 ,100,252,40,66,94.10%,
2021,Mar,58,"$371,841 ","$317,500 ",$131 ,131,246,71,49,95.10%,
2021,Apr,56,"$358,569 ","$315,000 ",$135 ,131,261,74,100,95.40%,
2021,May,65,"$466,505 ","$345,000 ",$174 ,151,271,78,56,95.70%,
2021,Jun,68,"$394,637 ","$302,000 ",$166 ,134,284,73,48,93.30%,
2021,Jul,61,"$438,338 ","$350,000 ",$157 ,153,301,64,49,94.40%,
2021,Aug,83,"$400,855 ","$362,500 ",$143 ,136,291,68,82,93.10%,
2021,Sep,77,"$425,309 ","$363,000 ",$171 ,131,275,81,59,94.60%,
2021,Oct,67,"$383,666 ","$315,000 ",$154 ,126,277,69,36,95.90%,
2021,Nov,77,"$397,530 ","$377,500 ",$154 ,119,271,69,48,95.00%,
2021,Dec,84,"$471,210 ","$402,250 ",$179 ,86,236,62,70,93.10%,
2022,Jan,58,"$482,409 ","$394,000 ",$164 ,106,219,72,51,95.80%,
2022,Feb,70,"$418,970 ","$344,250 ",$178 ,114,214,75,61,94.00%,
2022,Mar,82,"$445,029 ","$350,000 ",$166 ,165,247,68,70,97.50%,
2022,Apr,71,"$429,460 ","$339,000 ",$176 ,185,279,95,53,95.30%,
2022,May,88,"$473,043 ","$401,804 ",$187 ,153,279,95,55,97.50%,
2022,Jun,93,"$471,421 ","$359,000 ",$163 ,180,316,68,39,96.60%,
2022,Jul,68,"$434,743 ","$375,000 ",$160 ,166,352,66,55,93.50%,
2022,Aug,83,"$517,133 ","$410,000 ",$182 ,158,351,71,34,92.80%,
2022,Sep,72,"$451,128 ","$427,500 ",$172 ,160,377,55,36,94.50%,
2022,Oct,52,"$471,506 ","$404,000 ",$191 ,123,365,48,40,96.30%,
2022,Nov,49,"$408,799 ","$340,000 ",$198 ,141,387,38,50,93.00%,
2022,Dec,52,"$417,882 ","$387,000 ",$167 ,99,356,32,62,93.50%,
2023,Jan,38,"$429,437 ","$390,000 ",$165 ,160,372,54,46,94.70%,
2023,Feb,44,"$447,105 ","$382,500 ",$168 ,138,391,55,57,92.00%,
2023,Mar,67,"$453,662 ","$367,500 ",$162 ,168,387,68,47,94.20%,
2023,Apr,48,"$462,535 ","$390,000 ",$181 ,154,395,75,80,95.80%,
2023,May,76,"$432,250 ","$371,385 ",$172 ,161,415,71,55,95.00%,
2023,Jun,79,"$470,397 ","$380,000 ",$164 ,146,413,68,54,94.40%,
2023,Jul,62,"$451,758 ","$380,000 ",$172 ,160,422,72,55,93.60%,
2023,Aug,65,"$484,844 ","$390,000 ",$187 ,201,461,78,61,91.90%,
* Closed listing counts for prior 3 months are preliminary.,,,,,,,,,,,
Produced by: Real Estate Center at Texas A&M University,,,,,,,,,,11,
Data: Houston Association of REALTORS/Data Relevance Project,,,,,,,,,,,
9/6/2023,,,,,,,,,,,
Houston Association of REALTORS,,,,,,,,MLS Summary Report,,,
,,,,,,,,,,Aug-23,
Closed Listings by Month as of August 2023,,,,,,,,,,,
Multifamily: Existing Home,,,,,,,,,,,
,,Closed,Average,Median,Price/,New,Active,Pending,,Close to,
Year,Month,Listings*,Price,Price,Sqft,Listings,Listings,Listings,DOM,Orig. List Price,
2021,Jan,33,"$360,059 ","$300,000 ",$125 ,98,228,30,75,91.10%,
2021,Feb,21,"$353,195 ","$239,900 ",$128 ,85,225,35,67,93.60%,
2021,Mar,45,"$362,467 ","$312,500 ",$135 ,109,223,55,58,94.40%,
2021,Apr,48,"$367,456 ","$317,500 ",$135 ,105,238,62,100,93.90%,
2021,May,61,"$467,021 ","$349,900 ",$175 ,135,253,72,58,95.50%,
2021,Jun,65,"$397,612 ","$299,000 ",$168 ,118,262,64,50,92.90%,
2021,Jul,56,"$445,323 ","$347,500 ",$159 ,135,283,47,48,93.80%,
2021,Aug,76,"$404,578 ","$362,500 ",$144 ,128,277,63,89,92.60%,
2021,Sep,65,"$427,444 ","$365,000 ",$172 ,98,259,58,63,93.60%,
2021,Oct,47,"$395,331 ","$315,000 ",$154 ,114,266,56,43,94.60%,
2021,Nov,58,"$395,466 ","$337,500 ",$155 ,99,259,62,58,93.30%,
2021,Dec,69,"$486,908 ","$377,500 ",$182 ,68,213,54,69,91.60%,
2022,Jan,47,"$498,829 ","$390,000 ",$159 ,89,196,61,54,95.30%,
2022,Feb,61,"$418,847 ","$320,000 ",$182 ,107,198,66,66,92.70%,
2022,Mar,65,"$456,054 ","$345,000 ",$167 ,121,218,46,79,96.00%,
2022,Apr,63,"$433,916 ","$332,500 ",$177 ,161,242,84,54,94.30%,
2022,May,65,"$488,154 ","$387,000 ",$190 ,135,244,81,58,96.60%,
2022,Jun,75,"$487,483 ","$342,000 ",$159 ,159,280,57,36,95.50%,
2022,Jul,59,"$434,631 ","$363,000 ",$159 ,143,317,48,59,92.50%,
2022,Aug,65,"$541,456 ","$390,000 ",$185 ,133,313,64,39,91.20%,
2022,Sep,61,"$454,431 ","$405,000 ",$174 ,121,322,43,40,93.60%,
2022,Oct,41,"$480,010 ","$385,000 ",$195 ,106,331,37,43,95.50%,
2022,Nov,42,"$406,632 ","$317,500 ",$203 ,124,353,33,56,92.00%,
2022,Dec,39,"$406,449 ","$369,000 ",$159 ,76,319,18,63,92.10%,
2023,Jan,24,"$429,167 ","$347,500 ",$161 ,135,336,39,53,91.60%,
2023,Feb,36,"$442,750 ","$373,000 ",$167 ,117,354,43,61,90.90%,
2023,Mar,50,"$462,381 ","$347,600 ",$158 ,128,340,47,45,92.90%,
2023,Apr,34,"$461,726 ","$375,000 ",$180 ,123,346,51,76,94.40%,
2023,May,51,"$431,001 ","$323,505 ",$169 ,133,371,48,54,93.20%,
2023,Jun,59,"$485,353 ","$350,000 ",$157 ,121,369,48,56,92.70%,
2023,Jul,41,"$461,561 ","$345,000 ",$168 ,130,379,52,59,90.30%,
2023,Aug,50,"$489,144 ","$384,450 ",$190 ,175,415,64,67,89.60%,
* Closed listing counts for prior 3 months are preliminary.,,,,,,,,,,,
Produced by: Real Estate Center at Texas A&M University,,,,,,,,,,12,
Data: Houston Association of REALTORS/Data Relevance Project,,,,,,,,,,,
9/6/2023,,,,,,,,,,,
Houston Association of REALTORS,,,,,,,,MLS Summary Report,,,
,,,,,,,,,,Aug-23,
Closed Listings by Month as of August 2023,,,,,,,,,,,
Multifamily: New Construction,,,,,,,,,,,
,,Closed,Average,Median,Price/,New,Active,Pending,,Close to,
Year,Month,Listings*,Price,Price,Sqft,Listings,Listings,Listings,DOM,Orig. List Price,
2021,Jan,6,"$361,307 ","$280,000 ",$119 ,31,37,8,61,95.80%,
2021,Feb,2,"$362,328 ","$362,328 ",$109 ,15,27,5,56,100.20%,
2021,Mar,13,"$404,290 ","$330,900 ",$116 ,22,23,16,16,97.60%,
2021,Apr,8,"$305,250 ","$312,000 ",$133 ,26,23,12,96,104.30%,
2021,May,4,"$458,625 ","$337,500 ",$150 ,16,18,6,18,99.60%,
2021,Jun,3,"$330,163 ","$345,000 ",$134 ,16,22,9,3,100.50%,
2021,Jul,5,"$360,100 ","$360,000 ",$135 ,18,18,17,62,101.20%,
2021,Aug,7,"$360,429 ","$369,000 ",$135 ,8,14,5,5,98.30%,
2021,Sep,12,"$413,747 ","$336,500 ",$166 ,33,16,23,35,100.00%,
2021,Oct,20,"$356,253 ","$335,250 ",$155 ,12,11,13,20,99.20%,
2021,Nov,19,"$403,831 ","$400,000 ",$151 ,20,12,7,18,100.30%,
2021,Dec,15,"$399,003 ","$436,000 ",$165 ,18,23,8,73,99.90%,
2022,Jan,11,"$412,254 ","$460,000 ",$189 ,17,23,11,39,98.20%,
2022,Feb,9,"$419,809 ","$446,288 ",$158 ,7,16,9,26,102.20%,
2022,Mar,17,"$402,875 ","$385,000 ",$163 ,44,29,22,35,103.20%,
2022,Apr,8,"$394,371 ","$341,990 ",$169 ,24,37,11,49,103.50%,
2022,May,23,"$430,340 ","$460,000 ",$177 ,18,35,14,48,100.00%,
2022,Jun,18,"$404,493 ","$369,000 ",$179 ,21,36,11,48,101.10%,
2022,Jul,9,"$435,478 ","$380,500 ",$167 ,23,35,18,27,99.40%,
2022,Aug,18,"$429,299 ","$435,000 ",$172 ,25,38,7,16,98.60%,
2022,Sep,11,"$432,808 ","$450,000 ",$163 ,39,55,12,14,100.00%,
2022,Oct,11,"$439,809 ","$439,000 ",$176 ,17,34,11,32,99.20%,
2022,Nov,7,"$421,799 ","$389,000 ",$171 ,17,34,5,14,98.80%,
2022,Dec,13,"$452,184 ","$430,000 ",$189 ,23,37,14,57,97.90%,
2023,Jan,14,"$429,900 ","$432,000 ",$171 ,25,36,15,36,99.90%,
2023,Feb,8,"$466,700 ","$487,500 ",$172 ,21,37,12,39,97.10%,
2023,Mar,17,"$428,018 ","$389,000 ",$174 ,40,47,21,52,98.20%,
2023,Apr,14,"$464,500 ","$457,500 ",$182 ,31,49,24,91,99.00%,
2023,May,25,"$434,799 ","$384,990 ",$177 ,28,44,23,57,98.60%,
2023,Jun,20,"$426,275 ","$412,500 ",$182 ,25,44,20,46,99.50%,
2023,Jul,21,"$432,619 ","$390,000 ",$179 ,30,43,20,48,100.00%,
2023,Aug,16,"$471,087 ","$390,000 ",$181 ,26,46,14,43,99.70%,
* Closed listing counts for prior 3 months are preliminary.,,,,,,,,,,,
Produced by: Real Estate Center at Texas A&M University,,,,,,,,,,13,
Data: Houston Association of REALTORS/Data Relevance Project,,,,,,,,,,,
9/6/2023,,,,,,,,,,,
Houston Association of REALTORS,,,,,,,,MLS Summary Report,,,
,,,,,,,,,,Aug-23,
Closed Listings by Month as of August 2023,,,,,,,,,,,
Country Homes: All(New and Existing),,,,,,,,,,,
,,Closed,Average,Median,Price/,New,Active,Pending,,Close to,
Year,Month,Listings*,Price,Price,Sqft,Listings,Listings,Listings,DOM,Orig. List Price,
2021,Jan,230,"$434,617 ","$269,155 ",$272 ,407,"2,411",323,158,90.90%,
2021,Feb,219,"$478,020 ","$260,000 ",$282 ,330,"2,226",327,172,94.50%,
2021,Mar,428,"$467,316 ","$285,000 ",$307 ,503,"2,088",396,157,93.30%,
2021,Apr,364,"$480,115 ","$280,090 ",$296 ,571,"2,063",425,162,93.80%,
2021,May,355,"$602,531 ","$300,000 ",$333 ,498,"2,020",357,132,93.80%,
2021,Jun,376,"$490,748 ","$318,275 ",$281 ,516,"2,041",310,122,95.20%,
2021,Jul,336,"$565,850 ","$335,000 ",$430 ,528,"2,116",293,115,95.30%,
2021,Aug,294,"$528,684 ","$340,000 ",$274 ,571,"2,164",334,111,95.20%,
2021,Sep,327,"$612,944 ","$368,000 ",$375 ,504,"2,189",308,98,93.40%,
2021,Oct,336,"$610,569 ","$352,500 ",$398 ,406,"2,110",298,110,94.50%,
2021,Nov,293,"$640,813 ","$350,000 ",$402 ,394,"2,019",301,94,92.40%,
2021,Dec,322,"$806,419 ","$427,000 ",$386 ,319,"1,869",269,119,94.10%,
2022,Jan,270,"$628,301 ","$380,582 ",$365 ,383,"1,752",294,100,91.50%,
2022,Feb,266,"$689,217 ","$340,750 ",$352 ,375,"1,684",270,116,94.50%,
2022,Mar,337,"$610,041 ","$360,000 ",$346 ,529,"1,728",318,122,96.00%,
2022,Apr,314,"$550,596 ","$337,700 ",$366 ,563,"1,782",316,91,93.70%,
2022,May,310,"$673,739 ","$420,000 ",$524 ,635,"1,902",322,101,95.60%,
2022,Jun,332,"$620,799 ","$354,167 ",$379 ,664,"2,105",257,86,94.70%,
2022,Jul,277,"$735,903 ","$365,715 ",$384 ,646,"2,347",235,81,93.70%,
2022,Aug,271,"$570,080 ","$365,000 ",$436 ,528,"2,449",227,78,93.50%,
2022,Sep,237,"$653,397 ","$378,000 ",$421 ,469,"2,483",230,82,90.90%,
2022,Oct,229,"$528,952 ","$335,000 ",$327 ,494,"2,568",185,89,91.30%,
2022,Nov,184,"$595,551 ","$325,000 ",$366 ,389,"2,554",157,106,90.70%,
2022,Dec,202,"$583,345 ","$360,000 ",$353 ,329,"2,472",145,101,88.80%,
2023,Jan,136,"$587,856 ","$307,500 ",$385 ,486,"2,486",211,108,91.70%,
2023,Feb,167,"$561,809 ","$310,000 ",$364 ,406,"2,472",215,121,89.80%,
2023,Mar,238,"$579,287 ","$310,000 ",$368 ,555,"2,551",270,107,89.30%,
2023,Apr,222,"$695,021 ","$389,285 ",$397 ,512,"2,589",249,108,89.70%,
2023,May,278,"$686,619 ","$412,500 ",$380 ,551,"2,653",255,99,91.80%,
2023,Jun,272,"$649,915 ","$355,000 ",$432 ,594,"2,721",254,110,90.90%,
2023,Jul,213,"$566,626 ","$324,750 ",$332 ,543,"2,799",229,101,89.40%,
2023,Aug,244,"$582,336 ","$362,500 ",$500 ,633,"2,967",249,90,91.20%,
* Closed listing counts for prior 3 months are preliminary.,,,,,,,,,,,
Produced by: Real Estate Center at Texas A&M University,,,,,,,,,,14,
Data: Houston Association of REALTORS/Data Relevance Project,,,,,,,,,,,
9/6/2023,,,,,,,,,,,
Houston Association of REALTORS,,,,,,,,MLS Summary Report,,,
,,,,,,,,,,Aug-23,
Closed Listings by Month as of August 2023,,,,,,,,,,,
Country Homes: Existing Home,,,,,,,,,,,
,,Closed,Average,Median,Price/,New,Active,Pending,,Close to,
Year,Month,Listings*,Price,Price,Sqft,Listings,Listings,Listings,DOM,Orig. List Price,
2021,Jan,228,"$434,811 ","$266,480 ",$272 ,401,"2,401",322,159,90.90%,
2021,Feb,218,"$479,617 ","$260,000 ",$284 ,329,"2,216",325,173,94.50%,
2021,Mar,424,"$466,862 ","$284,000 ",$310 ,501,"2,080",394,158,93.30%,
2021,Apr,361,"$479,108 ","$280,000 ",$298 ,566,"2,053",424,162,93.80%,
2021,May,354,"$561,861 ","$300,000 ",$333 ,495,"2,012",354,132,93.80%,
2021,Jun,376,"$490,748 ","$318,275 ",$281 ,510,"2,030",309,122,95.20%,
2021,Jul,334,"$567,045 ","$335,000 ",$432 ,522,"2,101",292,115,95.30%,
2021,Aug,291,"$530,322 ","$340,000 ",$275 ,568,"2,151",331,112,95.20%,
2021,Sep,326,"$614,027 ","$369,000 ",$377 ,500,"2,174",308,99,93.40%,
2021,Oct,334,"$610,794 ","$352,500 ",$398 ,404,"2,097",295,110,94.50%,
2021,Nov,291,"$642,984 ","$350,000 ",$402 ,391,"2,006",300,94,92.40%,
2021,Dec,321,"$807,576 ","$425,000 ",$387 ,308,"1,848",267,119,94.10%,
2022,Jan,268,"$627,108 ","$377,000 ",$367 ,377,"1,732",292,100,91.50%,
2022,Feb,263,"$693,432 ","$341,500 ",$357 ,369,"1,665",265,116,94.60%,
2022,Mar,336,"$610,413 ","$355,750 ",$346 ,528,"1,710",316,122,96.00%,
2022,Apr,312,"$548,773 ","$337,700 ",$367 ,562,"1,766",315,91,93.70%,
2022,May,309,"$669,252 ","$415,000 ",$524 ,633,"1,888",320,101,95.60%,
2022,Jun,328,"$607,714 ","$350,000 ",$372 ,658,"2,089",255,86,94.80%,
2022,Jul,276,"$737,192 ","$365,358 ",$384 ,640,"2,333",234,81,93.80%,
2022,Aug,266,"$567,288 ","$361,500 ",$445 ,524,"2,435",224,79,93.50%,
2022,Sep,235,"$654,703 ","$378,000 ",$422 ,465,"2,472",228,81,90.90%,
2022,Oct,229,"$528,952 ","$335,000 ",$327 ,486,"2,551",183,89,91.30%,
2022,Nov,182,"$591,160 ","$325,000 ",$369 ,384,"2,537",155,107,90.70%,
2022,Dec,201,"$573,560 ","$360,000 ",$349 ,327,"2,459",143,102,88.80%,
2023,Jan,132,"$582,942 ","$302,500 ",$383 ,481,"2,473",208,108,91.60%,
2023,Feb,165,"$562,173 ","$300,000 ",$365 ,404,"2,461",215,121,89.60%,
2023,Mar,235,"$565,265 ","$300,000 ",$365 ,545,"2,536",267,107,89.30%,
2023,Apr,221,"$697,691 ","$389,900 ",$397 ,507,"2,569",248,109,89.60%,
2023,May,277,"$687,419 ","$410,000 ",$381 ,543,"2,629",253,99,91.80%,
2023,Jun,269,"$650,832 ","$350,000 ",$436 ,586,"2,699",249,112,90.80%,
2023,Jul,210,"$566,927 ","$317,000 ",$334 ,536,"2,778",226,101,89.40%,
2023,Aug,242,"$581,801 ","$360,000 ",$502 ,625,"2,943",246,89,91.20%,
* Closed listing counts for prior 3 months are preliminary.,,,,,,,,,,,
Produced by: Real Estate Center at Texas A&M University,,,,,,,,,,15,
Data: Houston Association of REALTORS/Data Relevance Project,,,,,,,,,,,
9/6/2023,,,,,,,,,,,
Houston Association of REALTORS,,,,,,,,MLS Summary Report,,,
,,,,,,,,,,Aug-23,
Closed Listings by Month as of August 2023,,,,,,,,,,,
Country Homes: New Construction,,,,,,,,,,,
,,Closed,Average,Median,Price/,New,Active,Pending,,Close to,
Year,Month,Listings*,Price,Price,Sqft,Listings,Listings,Listings,DOM,Orig. List Price,
2021,Jan,2,"$412,500 ","$412,500 ",$240 ,6,10,1,100,94.90%,
2021,Feb,1,"$130,000 ","$130,000 ",$72 ,1,10,2,96,87.20%,
2021,Mar,4,"$515,500 ","$558,500 ",$166 ,2,8,2,45,97.50%,
2021,Apr,3,"$601,333 ","$599,000 ",$232 ,5,10,1,86,97.00%,
2021,May,1,"$15,000,00","$15,000,00",$0 ,3,8,3,100,98.40%,
,,,0,0,,,,,,,
2021,Jun,-,-,$0 ,$0 ,6,11,1,0,0.00%,
2021,Jul,2,"$366,350 ","$366,350 ",$111 ,6,15,1,64,86.60%,
2021,Aug,3,"$369,833 ","$308,000 ",$206 ,3,13,3,26,92.40%,
2021,Sep,1,"$260,000 ","$260,000 ",$87 ,4,15,0,4,91.20%,
2021,Oct,2,"$573,000 ","$573,000 ",$379 ,2,13,3,55,88.40%,
2021,Nov,2,"$325,000 ","$325,000 ",$0 ,3,13,1,133,84.90%,
2021,Dec,1,"$435,000 ","$435,000 ",$233 ,10,20,2,39,98.90%,
2022,Jan,2,"$787,500 ","$787,500 ",$271 ,6,19,2,66,100.00%,
2022,Feb,3,"$319,667 ","$315,000 ",$174 ,6,18,5,91,86.60%,
2022,Mar,1,"$485,000 ","$485,000 ",$0 ,1,17,2,67,88.20%,
2022,Apr,2,"$835,000 ","$835,000 ",$299 ,1,15,1,45,85.90%,
2022,May,1,"$2,060,218 ","$2,060,218 ",$420 ,2,13,2,6,87.70%,
2022,Jun,4,"$1,693,750 ","$1,075,000 ",$807 ,6,15,2,119,85.80%,
2022,Jul,1,"$380,000 ","$380,000 ",$0 ,5,14,1,144,61.30%,
2022,Aug,5,"$718,600 ","$535,000 ",$237 ,4,14,3,51,93.50%,
2022,Sep,2,"$500,000 ","$500,000 ",$261 ,4,11,2,129,87.40%,
2022,Oct,-,-,$0 ,$0 ,8,17,2,0,0.00%,
2022,Nov,2,"$995,147 ","$995,147 ",$290 ,5,17,2,22,96.80%,
2022,Dec,1,"$2,550,000 ","$2,550,000 ",$686 ,2,13,2,35,91.10%,
2023,Jan,4,"$750,000 ","$750,000 ",$425 ,5,13,3,102,93.20%,
2023,Feb,2,"$531,788 ","$531,788 ",$312 ,2,11,0,89,105.50%,
2023,Mar,3,"$1,677,667 ","$1,358,000 ",$530 ,10,15,3,141,88.30%,
2023,Apr,1,"$105,000 ","$105,000 ",$0 ,5,20,1,6,100.00%,
2023,May,1,"$465,000 ","$465,000 ",$269 ,8,24,2,3,100.00%,
2023,Jun,3,"$568,000 ","$524,000 ",$262 ,8,22,5,2,100.00%,
2023,Jul,3,"$545,667 ","$515,000 ",$233 ,6,20,3,120,88.90%,
2023,Aug,2,"$645,000 ","$645,000 ",$261 ,8,24,3,140,90.80%,
